Player Name ,ODI Year : Run,Total Carrier Runs
SK Warne,"year 1993: Run 6
year 1994: Run 178
year 1995: Run 50
year 1996: Run 49
year 1997: Run 119
year 1998: Run 67
year 1999: Run 204
year 2000: Run 96
year 2001: Run 66
year 2002: Run 181
year 2003: Run 0
year 2005: Run 2
",1016
DA Warner,"year 2009: Run 106
year 2011: Run 104
year 2012: Run 840
year 2013: Run 83
year 2014: Run 406
year 2015: Run 652
year 2016: Run 1388
year 2017: Run 691
year 2018: Run 73
",4343
GD Watson,"year 1972: Run 11*
",11
SR Watson,"year 2002: Run 236
year 2003: Run 52
year 2004: Run 28
year 2005: Run 138
year 2006: Run 280
year 2007: Run 267
year 2008: Run 262
year 2009: Run 1013
year 2010: Run 771
year 2011: Run 1139
year 2012: Run 377
year 2013: Run 693
year 2014: Run 165
year 2015: Run 336
",5757
ME Waugh,"year 1988: Run 50
year 1989: Run 81
year 1990: Run 89
year 1991: Run 257
year 1992: Run 381
year 1993: Run 745
year 1994: Run 939
year 1995: Run 468
year 1996: Run 1059
year 1997: Run 676
year 1998: Run 757
year 1999: Run 1468
year 2000: Run 595
year 2001: Run 809
year 2002: Run 126
",8500
SR Waugh,"year 1986: Run 514
year 1987: Run 581
year 1988: Run 327
year 1989: Run 377
year 1990: Run 326
year 1991: Run 217
year 1992: Run 280
year 1993: Run 365
year 1994: Run 620
year 1995: Run 245
year 1996: Run 777
year 1997: Run 471
year 1998: Run 586
year 1999: Run 634
year 2000: Run 577
year 2001: Run 485
year 2002: Run 187
",7569
DM Wellham,"year 1981: Run 42
year 1985: Run 19
year 1986: Run 61
year 1987: Run 257
",379
KC Wessels,"year 1983: Run 429
year 1984: Run 802
year 1985: Run 509
year 1991: Run 211
year 1992: Run 709
year 1993: Run 390
year 1994: Run 317
",1740
DF Whatmore,"year 1980: Run 2
",2
CL White,"year 2005: Run 0
year 2007: Run 157
year 2008: Run 79
year 2009: Run 682
year 2010: Run 848
year 2011: Run 271
year 2015: Run 0
year 2018: Run 35
",2072
MR Whitney,"year 1983: Run 1
year 1987: Run 6
year 1988: Run 5
year 1991: Run 2
year 1992: Run 24
year 1993: Run 2
",40
JM Wiener,"year 1979: Run 27
year 1980: Run 50
",140
BA Williams,"year 2002: Run 13
year 2003: Run 14
year 2004: Run 0
",27
P Wilson,"year 1997: Run -
year 1998: Run 2
",4
GM Wood,"year 1978: Run 33
year 1979: Run 87
year 1980: Run 24
year 1981: Run 658
year 1982: Run 317
year 1983: Run 379
year 1984: Run 39
year 1985: Run 603
year 1989: Run 79
",2219
AJ Woodcock,"year 1974: Run 53
",53
RD Woolley,"year 1983: Run 16
",31
DJ Worrall,"year 2016: Run 6*
",6
KJ Wright,"year 1979: Run 23
",29
GN Yallop,"year 1978: Run 19
year 1979: Run 125
year 1980: Run 63
year 1981: Run 111
year 1983: Run 396
year 1984: Run 109
",823
B Yardley,"year 1978: Run 7
year 1981: Run 28
year 1982: Run 23
year 1983: Run -
",58
BE Young,"year 1998: Run 18
year 1999: Run -
",31
A Zampa,"year 2016: Run 50
year 2017: Run 6
year 2018: Run 33
year 2019: Run 10
",99
AK Zesers,"year 1987: Run 8*
",10
TJ Zoehrer,"year 1986: Run 17
year 1987: Run 104
year 1994: Run 9
",130
Abdur Razzak,"year 2004: Run 39
year 2005: Run 0
year 2006: Run 86
year 2007: Run 117
year 2008: Run 225
year 2009: Run 20
year 2010: Run 76
year 2011: Run 87
year 2012: Run 13
year 2013: Run 95
year 2014: Run 21
",779
Abul Hasan,"year 2012: Run -
year 2013: Run 3
year 2014: Run 1
year 2015: Run -
year 2018: Run 7
",11
Abu Hider,"year 2018: Run 1
",1
Abu Jayed,"year 2019: Run -
",-
Aftab Ahmed,"year 2004: Run 143
year 2005: Run 299
year 2006: Run 784
year 2007: Run 519
year 2008: Run 129
year 2010: Run 80
",1954
Ahmed Kamal,"year 1999: Run 11
",11
Akram Khan,"year 1988: Run 30
year 1990: Run 60
year 1995: Run 92
year 1997: Run 195
year 1998: Run 79
year 1999: Run 227
year 2000: Run 113
year 2001: Run 61
year 2003: Run 119
",976
Alok Kapali,"year 2002: Run 228
year 2003: Run 484
year 2004: Run 102
year 2005: Run 4
year 2006: Run 146
year 2008: Run 206
year 2011: Run 65
",1235
Al-Amin Hossain,"year 2014: Run 3
year 2015: Run 1
",4
Al Sahariar,"year 1999: Run 99
year 2000: Run 13
year 2001: Run 94
year 2002: Run 114
year 2003: Run 54
",374
Aminul Islam,"year 1988: Run 37
year 1990: Run 75
year 1995: Run 72
year 1997: Run 126
year 1998: Run 189
year 1999: Run 180
year 2000: Run 82
year 2001: Run 2
year 2002: Run 31
",794
Aminul Islam,"year 1999: Run 1*
",1
Anamul Haque,"year 2012: Run 195
year 2013: Run 66
year 2014: Run 631
year 2015: Run 58
year 2018: Run 88
",1038
Anisur Rahman,"year 1995: Run 2
year 1998: Run 0
",2
Anwar Hossain Monir,"year 2002: Run 0*
",0
Anwar Hossain,"year 2002: Run 42
",42
Arafat Sunny,"year 2014: Run 10
year 2015: Run 38
",48
Ariful Haque,"year 2018: Run -
",-
Athar Ali Khan,"year 1988: Run 68
year 1990: Run 122
year 1995: Run 21
year 1997: Run 259
year 1998: Run 62
",532
Azhar Hossain,"year 1988: Run 14
year 1990: Run 82
",96
Dhiman Ghosh,"year 2008: Run 30
",126
Dolar Mahmud,"year 2008: Run 20
year 2009: Run 41
",61
Ehsanul Haque,"year 2002: Run 20
year 2003: Run 13
",57
Elias Sunny,"year 2011: Run 1
year 2012: Run 1*
",2
Enamul Haque,"year 1990: Run 39
year 1995: Run 16
year 1997: Run 12
year 1998: Run 4
year 1999: Run 92
year 2000: Run 14
year 2001: Run 13
year 2002: Run 46
",236
Enamul Haque jnr,"year 2005: Run 4
year 2009: Run 8
",12
Fahim Muntasir,"year 2001: Run 1*
year 2002: Run 5
",6
Faisal Hossain,"year 2004: Run 35
year 2010: Run 8
",43
Farhad Reza,"year 2006: Run 231
year 2007: Run 64
year 2008: Run 95
year 2011: Run 22
",412
Faruk Ahmed,"year 1988: Run 14
year 1990: Run 75
year 1999: Run 16
",105
Fazle Mahmud,"year 2018: Run 0
",0
Gazi Ashraf,"year 1986: Run 10
year 1988: Run 23
year 1990: Run 26
",59
Gholam Nousher,"year 1986: Run 4
year 1988: Run -
year 1990: Run 4
",8
Golam Faruq,"year 1986: Run 17
year 1988: Run 27
year 1990: Run -
",44
Habibul Bashar,"year 1995: Run 16
year 1997: Run 82
year 1998: Run 15
year 1999: Run 25
year 2000: Run 99
year 2001: Run 194
year 2002: Run 117
year 2003: Run 228
year 2004: Run 266
year 2005: Run 337
year 2006: Run 461
year 2007: Run 328
",2168
Hafizur Rahman,"year 1986: Run 8
",8
Hannan Sarkar,"year 2002: Run 28
year 2003: Run 242
year 2004: Run 113
",383
Harunur Rashid,"year 1988: Run 0
",0
Hasibul Hossain,"year 1995: Run 1
year 1997: Run 61
year 1998: Run 34
year 1999: Run 49
year 2000: Run 16
year 2001: Run 0
year 2003: Run 10
year 2004: Run 1
",172
Imrul Kayes,"year 2008: Run 27
year 2010: Run 867
year 2011: Run 421
year 2014: Run 75
year 2015: Run 158
year 2016: Run 325
year 2017: Run 125
year 2018: Run 436
",2434
Jahangir Alam,"year 1997: Run 3
year 1999: Run 0
",4
Jahangir Alam Talukdar,"year 1990: Run 7*
",7
Jahangir Shah,"year 1986: Run 1
year 1988: Run 15
year 1990: Run -
",16
Jahurul Islam,"year 2010: Run 156
year 2012: Run 88
year 2013: Run 26
",270
Jamaluddin Ahmed,"year 2003: Run 18*
",18
Javed Omar,"year 1995: Run 27
year 1998: Run 21
year 1999: Run 47
year 2000: Run 156
year 2001: Run 186
year 2002: Run 93
year 2003: Run 37
year 2004: Run 159
year 2005: Run 225
year 2006: Run 215
year 2007: Run 146
",1312
Jubair Hossain,"year 2014: Run -
year 2015: Run 5
",5
Junaid Siddique,"year 2007: Run 29
year 2008: Run 200
year 2009: Run 259
year 2010: Run 568
year 2011: Run 140
",1196
Khaled Mahmud,"year 1998: Run 132
year 1999: Run 103
year 2000: Run 4
year 2001: Run 63
year 2002: Run 163
year 2003: Run 243
year 2004: Run 181
year 2005: Run 66
year 2006: Run 36
",991
Khaled Mashud,"year 1995: Run 46
year 1997: Run 40
year 1998: Run 31
year 1999: Run 142
year 2000: Run 36
year 2001: Run 51
year 2002: Run 313
year 2003: Run 217
year 2004: Run 399
year 2005: Run 261
year 2006: Run 282
",1818
Liton Das,"year 2015: Run 124
year 2017: Run 41
year 2018: Run 340
year 2019: Run 79
",584
Mafizur Rahman,"year 1997: Run 16
",53
Mahbubul Alam,"year 2009: Run 59
",81
Mahbubur Rahman,"year 1999: Run 3
",3
Mahmudullah,"year 2007: Run 36
year 2008: Run 279
year 2009: Run 248
year 2010: Run 507
year 2011: Run 304
year 2012: Run 212
year 2013: Run 243
year 2014: Run 294
year 2015: Run 506
year 2016: Run 229
year 2017: Run 360
year 2018: Run 419
year 2019: Run 120
",3757
Manjural Islam,"year 1999: Run 14
year 2000: Run -
year 2001: Run 2
year 2002: Run 26
year 2003: Run 11
",53
Manjural Islam Rana,"year 2003: Run 46
year 2004: Run 201
year 2005: Run 61
year 2006: Run 23
",331
Mashrafe Mortaza,"year 2001: Run 20
year 2003: Run 52
year 2004: Run 70
year 2005: Run 76
year 2006: Run 295
year 2007: Run 233
year 2008: Run 292
year 2009: Run 8
year 2010: Run 131
year 2011: Run -
year 2012: Run 43
year 2013: Run 20
year 2014: Run 106
year 2015: Run 96
year 2016: Run 98
year 2017: Run 64
year 2018: Run 124
year 2019: Run 24
",1738
Mazharul Haque,"year 2002: Run 3
",3
Mehidy Hasan Miraz,"year 2017: Run 86
year 2018: Run 126
year 2019: Run 79
",291
Mehrab Hossain,"year 1998: Run 6
year 1999: Run 321
year 2001: Run 24
year 2002: Run 62
year 2003: Run 36
",449
Mehrab Hossain jnr,"year 2006: Run 186
year 2007: Run 17
year 2008: Run 1
year 2009: Run 72
",276
Minhajul Abedin,"year 1986: Run 46
year 1988: Run 43
year 1990: Run 60
year 1995: Run 47
year 1997: Run 44
year 1998: Run 73
year 1999: Run 140
",453
Mohammad Ashraful,"year 2001: Run 46
year 2002: Run 125
year 2003: Run 155
year 2004: Run 332
year 2005: Run 395
year 2006: Run 454
year 2007: Run 509
year 2008: Run 676
year 2009: Run 448
year 2010: Run 220
year 2011: Run 37
year 2013: Run 71
",3468
Mohammad Mithun,"year 2014: Run 26
year 2018: Run 215
year 2019: Run 179
",420
Mohammad Rafique,"year 1995: Run 15
year 1997: Run 23
year 1998: Run 156
year 1999: Run 49
year 2000: Run 24
year 2001: Run 51
year 2002: Run 51
year 2003: Run 193
year 2004: Run 150
year 2005: Run 160
year 2006: Run 209
year 2007: Run 110
",1190
Mohammad Saifuddin,"year 2017: Run 16
year 2018: Run 64
year 2019: Run 95
",175
Mohammad Salim,"year 2003: Run 9
",9
Mohammad Sharif,"year 2001: Run 36
year 2002: Run 11
year 2007: Run 6
",53
Mominul Haque,"year 2012: Run 69
year 2013: Run 136
year 2014: Run 334
year 2015: Run 4
year 2018: Run 14
",557
Moniruzzaman,"year 2003: Run 1
",1
Morshed Ali Khan,"year 1998: Run 2*
",2
Mosaddek Hossain,"year 2016: Run 180
year 2017: Run 108
year 2018: Run 53
year 2019: Run 66
",407
Mosharraf Hossain,"year 2008: Run 15
year 2016: Run 11
",26
Mushfiqur Rahim,"year 2006: Run 24
year 2007: Run 326
year 2008: Run 185
year 2009: Run 387
year 2010: Run 538
year 2011: Run 527
year 2012: Run 264
year 2013: Run 198
year 2014: Run 704
year 2015: Run 767
year 2016: Run 198
year 2017: Run 458
year 2018: Run 770
year 2019: Run 212
",5558
Mushfiqur Rahman,"year 2000: Run 11
year 2001: Run 49
year 2003: Run 122
year 2004: Run 178
",360
Mustafizur Rahman,"year 2015: Run 15
year 2016: Run 0
year 2017: Run 2
year 2018: Run 35
year 2019: Run 5
",57
Naeem Islam,"year 2008: Run 87
year 2009: Run 215
year 2010: Run 242
year 2011: Run 127
year 2012: Run 60
year 2013: Run 163
year 2014: Run 81
",975
Nafees Iqbal,"year 2003: Run 13
year 2004: Run 110
year 2005: Run 186
",309
Naimur Rahman,"year 1995: Run 3
year 1997: Run 55
year 1998: Run 76
year 1999: Run 146
year 2000: Run 92
year 2001: Run 69
year 2002: Run 47
",488
Nasir Ahmed,"year 1988: Run 11
year 1990: Run 14
",25
Nasir Hossain,"year 2011: Run 254
year 2012: Run 244
year 2013: Run 321
year 2014: Run 225
year 2015: Run 187
year 2016: Run 31
year 2017: Run 14
year 2018: Run 5
",1281
Nazimuddin,"year 2008: Run 90
year 2012: Run 57
",147
Nazmul Hossain,"year 2004: Run 12
year 2005: Run 18
year 2006: Run -
year 2008: Run 0
year 2009: Run 5
year 2010: Run 0
year 2011: Run 0
year 2012: Run -
",35
Najmul Hossain Shanto,"year 2018: Run 7
",20
Nazmul Islam,"year 2018: Run 7
",7
Neeyamur Rashid,"year 1999: Run 4*
",5
Nurul Abedin,"year 1986: Run 13
year 1990: Run 2
",15
Nurul Hasan,"year 2016: Run 44
",68
Rafiqul Alam,"year 1986: Run 14
",24
Rafiqul Islam,"year 2002: Run 0
",0
Rajin Saleh,"year 2003: Run 269
year 2004: Run 316
year 2005: Run 125
year 2006: Run 295
",1005
Raqibul Hasan,"year 1986: Run 12
",17
Raqibul Hasan,"year 2008: Run 416
year 2009: Run 499
year 2010: Run 316
year 2011: Run 77
",1308
Robiul Islam,"year 2013: Run 0*
",0
Rubel Hossain,"year 2009: Run 1
year 2010: Run 9
year 2011: Run 28
year 2012: Run 1
year 2013: Run 5
year 2014: Run 39
year 2015: Run 6
year 2016: Run 11
year 2017: Run 8
year 2018: Run 12
year 2019: Run 3
",123
Sabbir Rahman,"year 2014: Run 83
year 2015: Run 399
year 2016: Run 214
year 2017: Run 289
year 2018: Run 69
year 2019: Run 165
",1219
Saiful Islam,"year 1990: Run -
year 1995: Run 30
year 1997: Run 7
",37
Sajjad Ahmed,"year 1995: Run 11
",15
Samiur Rahman,"year 1986: Run 4
",4
Sanwar Hossain,"year 1998: Run 22
year 2001: Run 63
year 2002: Run 76
year 2003: Run 129
",290
Shafiuddin Ahmed,"year 1997: Run 11
year 1998: Run 6
year 1999: Run 2
year 2000: Run 3
",22
Shafiul Islam,"year 2010: Run 52
year 2011: Run 50
year 2012: Run 1
year 2013: Run 6
year 2014: Run 15
year 2016: Run 2
",126
Shahadat Hossain,"year 2006: Run 14
year 2007: Run 16
year 2008: Run 28
year 2010: Run 21
year 2012: Run 0
year 2013: Run -
",79
Shaheedur Rahman,"year 1986: Run 37
",62
Shahriar Hossain,"year 1997: Run 40
year 1998: Run 1
year 1999: Run 306
year 2000: Run 13
year 2004: Run 2
",362
Shahriar Nafees,"year 2005: Run 254
year 2006: Run 1033
year 2007: Run 278
year 2008: Run 292
year 2010: Run 119
year 2011: Run 225
",2201
Shamsur Rahman,"year 2013: Run 96
year 2014: Run 62
",266
Shakib Al Hasan,"year 2006: Run 361
year 2007: Run 607
year 2008: Run 408
year 2009: Run 671
year 2010: Run 787
year 2011: Run 564
year 2012: Run 237
year 2013: Run 53
year 2014: Run 289
year 2015: Run 421
year 2016: Run 252
year 2017: Run 430
year 2018: Run 497
year 2019: Run 140
",5717
Shariful Haque,"year 1998: Run 10
",10
Sheikh Salahuddin,"year 1997: Run 12
",24
Shuvagata Hom,"year 2011: Run 35*
",70
Sohag Gazi,"year 2012: Run 62
year 2013: Run 53
year 2014: Run 69
",184
Sohrawordi Shuvo,"year 2010: Run 59
year 2011: Run 39
",98
Soumya Sarkar,"year 2014: Run 20
year 2015: Run 672
year 2016: Run 32
year 2017: Run 243
year 2018: Run 255
year 2019: Run 245
",1467
Subashis Roy,"year 2016: Run 1*
",1
Sunzamul Islam,"year 2017: Run -
year 2018: Run 19
",19
Syed Rasel,"year 2005: Run 17
year 2006: Run 13
year 2007: Run 26
year 2008: Run 8
year 2009: Run 8
year 2010: Run 9
",81
Taijul Islam,"year 2014: Run -
year 2015: Run -
year 2016: Run 21
",21
Talha Jubair,"year 2002: Run 1*
year 2003: Run 4*
",5
Tamim Iqbal,"year 2007: Run 455
year 2008: Run 807
year 2009: Run 602
year 2010: Run 776
year 2011: Run 475
year 2012: Run 347
year 2013: Run 240
year 2014: Run 269
year 2015: Run 742
year 2016: Run 407
year 2017: Run 646
year 2018: Run 684
year 2019: Run 186
",6636
Tanbir Hayder,"year 2016: Run 3
",5
Tapash Baisya,"year 2002: Run 73
year 2003: Run 84
year 2004: Run 89
year 2005: Run 72
year 2006: Run -
year 2007: Run 18
",336
Tareq Aziz,"year 2002: Run 7
year 2003: Run 4
year 2004: Run 15
",26
Taskin Ahmed,"year 2014: Run 0
year 2015: Run 3
year 2016: Run 9
year 2017: Run 29
",41
Tushar Imran,"year 2001: Run 6
year 2002: Run 271
year 2003: Run 126
year 2005: Run 120
year 2006: Run 24
year 2007: Run 27
",574
Wahidul Gani,"year 1988: Run -
",-
Zahid Razzak,"year 1988: Run 6
year 1990: Run 8
",14
Zakir Hasan,"year 1997: Run -
",-
Zakir Hossain,"year 1998: Run 0
",0
Ziaur Rahman,"year 2013: Run 51
year 2014: Run 73
",124
CJ Adams,"year 1998: Run 25
year 2000: Run 42
",71
JP Agnew,"year 1985: Run 2*
",2
Kabir Ali,"year 2003: Run -
year 2005: Run 91
year 2006: Run 2
",93
MM Ali,"year 2014: Run 421
year 2015: Run 376
year 2016: Run 145
year 2017: Run 402
year 2018: Run 277
year 2019: Run 70
",1691
MW Alleyne,"year 1999: Run 76
year 2000: Run 75
",151
PJW Allott,"year 1982: Run 5
year 1983: Run 8
year 1985: Run 2
",15
TR Ambrose,"year 2008: Run 6
",10
DL Amiss,"year 1972: Run 168
year 1973: Run 134
year 1974: Run 20
year 1975: Run 293
year 1976: Run 93
year 1977: Run 151
",859
JM Anderson,"year 2002: Run 7
year 2003: Run 21
year 2004: Run 13
year 2005: Run 11
year 2006: Run 33
year 2007: Run 21
year 2008: Run 20
year 2009: Run 21
year 2010: Run 12
year 2011: Run 40
year 2012: Run 5
year 2013: Run 33
year 2014: Run 22
year 2015: Run 14
",273
ZS Ansari,"year 2015: Run -
",-
JC Archer,"year 2019: Run -
",-
GG Arnold,"year 1972: Run 11
year 1973: Run 17
year 1974: Run 2
year 1975: Run 18
",48
MA Atherton,"year 1990: Run 99
year 1991: Run 236
year 1994: Run 466
year 1995: Run 267
year 1996: Run 404
year 1997: Run 255
year 1998: Run 64
",1791
CWJ Athey,"year 1980: Run 83
year 1986: Run 142
year 1987: Run 619
year 1988: Run 4
",848
ID Austin,"year 1998: Run 11*
year 1999: Run 2
",34
RJ Bailey,"year 1985: Run 41
year 1987: Run 11
year 1988: Run 43
year 1990: Run 42
",137
DL Bairstow,"year 1979: Run 56
year 1980: Run 99
year 1981: Run 21
year 1984: Run 30
",206
JM Bairstow,"year 2011: Run 90
year 2012: Run 29
year 2015: Run 141
year 2016: Run 198
year 2017: Run 534
year 2018: Run 1025
year 2019: Run 312
",2329
JT Ball,"year 2016: Run 28
year 2017: Run 9
year 2018: Run 1
",38
GS Ballance,"year 2013: Run 0
year 2014: Run 79
year 2015: Run 10
",297
GD Barlow,"year 1976: Run 80*
year 1977: Run 42
",149
KJ Barnett,"year 1988: Run 84
",84
GJ Batty,"year 2002: Run 3
year 2003: Run -
year 2004: Run 1
year 2006: Run 2
year 2009: Run 24
",30
IR Bell,"year 2004: Run 163
year 2005: Run 63
year 2006: Run 654
year 2007: Run 1080
year 2008: Run 523
year 2010: Run 139
year 2011: Run 612
year 2012: Run 549
year 2013: Run 645
year 2014: Run 479
year 2015: Run 509
",5416
JE Benjamin,"year 1994: Run 0
year 1995: Run -
",0
MR Benson,"year 1986: Run 24
",24
MP Bicknell,"year 1990: Run 31*
year 1991: Run 23
",96
SW Billings,"year 2015: Run 90
year 2016: Run 62
year 2017: Run 96
year 2018: Run 23
",271
ID Blackwell,"year 2002: Run 185
year 2003: Run 70
year 2004: Run 36
year 2005: Run 53
year 2006: Run 59
",403
RJ Blakey,"year 1992: Run 25
year 1993: Run 0
",25
RS Bopara,"year 2007: Run 304
year 2008: Run 297
year 2009: Run 436
year 2010: Run 103
year 2011: Run 420
year 2012: Run 339
year 2013: Run 317
year 2014: Run 422
year 2015: Run 57
",2695
SG Borthwick,"year 2011: Run 15
",18
IT Botham,"year 1976: Run 21
year 1977: Run 32
year 1978: Run 80
year 1979: Run 145
year 1980: Run 156
year 1981: Run 159
year 1982: Run 188
year 1983: Run 275
year 1984: Run 91
year 1985: Run 101
year 1986: Run 51
year 1987: Run 394
year 1989: Run 37
year 1991: Run 8
year 1992: Run 375
",2113
G Boycott,"year 1971: Run 8
year 1972: Run 74
year 1973: Run 35
year 1977: Run -
year 1978: Run 9
year 1979: Run 493
year 1980: Run 350
year 1981: Run 113
",1082
JM Brearley,"year 1977: Run 147
year 1978: Run 59
year 1979: Run 270
year 1980: Run 34
",510
TT Bresnan,"year 2006: Run 51
year 2008: Run -
year 2009: Run 202
year 2010: Run 155
year 2011: Run 261
year 2012: Run 25
year 2013: Run 79
year 2014: Run 98
year 2015: Run -
",871
DR Briggs,"year 2012: Run -
",-
BC Broad,"year 1987: Run 1047
year 1988: Run 314
",1361
SCJ Broad,"year 2006: Run 9
year 2007: Run 147
year 2008: Run 128
year 2009: Run 54
year 2010: Run 34
year 2011: Run 20
year 2012: Run 23
year 2013: Run 15
year 2014: Run 40
year 2015: Run 40
year 2016: Run 19
",529
AD Brown,"year 1996: Run 155
year 1997: Run 70
year 1998: Run 108
year 2001: Run 21
",354
DR Brown,"year 1997: Run 44
year 1998: Run 55
year 2006: Run 25
year 2007: Run 195
",99
AR Butcher,"year 1980: Run 14
",14
RO Butcher,"year 1980: Run 52
year 1981: Run 5
",58
JC Buttler,"year 2012: Run 0
year 2013: Run 298
year 2014: Run 704
year 2015: Run 642
year 2016: Run 573
year 2017: Run 288
year 2018: Run 671
year 2019: Run 355
",3531
AR Caddick,"year 1993: Run 3
year 1994: Run 20
year 1997: Run 12
year 2000: Run 42
year 2001: Run 68
year 2002: Run 40
year 2003: Run 64
",249
DJ Capel,"year 1987: Run 110
year 1988: Run 111
year 1989: Run 70
year 1990: Run 36
",327
MA Carberry,"year 2013: Run 63
year 2014: Run 6
",114
G Chapple,"year 2006: Run 14
",14
R Clarke,"year 2003: Run 66
year 2004: Run 33
year 2006: Run 45
",144
DB Close,"year 1972: Run 43
",49
PD Collingwood,"year 2001: Run 189
year 2002: Run 396
year 2003: Run 411
year 2004: Run 363
year 2005: Run 432
year 2006: Run 520
year 2007: Run 1064
year 2008: Run 398
year 2009: Run 705
year 2010: Run 500
year 2011: Run 114
",5092
AN Cook,"year 2006: Run 80
year 2007: Run 403
year 2008: Run 219
year 2010: Run 156
year 2011: Run 600
year 2012: Run 663
year 2013: Run 560
year 2014: Run 523
",3204
G Cook,"year 1981: Run 13
year 1982: Run 32
year 1983: Run 2
",106
NGB Cook,"year 1984: Run -
year 1987: Run -
year 1989: Run -
",-
GA Cope,"year 1977: Run -
year 1978: Run 1*
",1
DG Cork,"year 1992: Run -
year 1993: Run 11
year 1994: Run -
year 1995: Run 14
year 1996: Run 67
year 1997: Run 40
year 2001: Run 42
year 2002: Run 6
",180
NG Cowans,"year 1983: Run 5
year 1984: Run 4
year 1985: Run 4
",13
CS Cowdrey,"year 1985: Run 46*
",51
MC Cowdrey,"year 1971: Run 1
",1
JP Crawley,"year 1994: Run 18
year 1995: Run 16
year 1996: Run 10
year 1997: Run 136
year 1999: Run 55
",235
RDB Croft,"year 1996: Run 15
year 1997: Run 86
year 1998: Run 79
year 1999: Run 120
year 2000: Run 10
year 2001: Run 35
",345
